unit_id,data,hora,metodo,consumo_kwh_total,qtd_dispositivos
1417,2025-06-30,12,indireto,14.07,3
1417,2025-06-30,13,indireto,14.07,3
1417,2025-06-30,14,indireto,14.07,3
1417,2025-06-30,15,indireto,9.388,3
1417,2025-06-30,16,indireto,7.875,2
1417,2025-06-30,17,indireto,9.298,2
1417,2025-06-30,18,indireto,1.377,2
1417,2025-07-01,7,indireto,0.891,3
1417,2025-07-01,8,indireto,3.483,2
1417,2025-07-01,9,indireto,3.942,2
1417,2025-07-01,10,indireto,3.883,2
1417,2025-07-01,11,indireto,4.316,2
1417,2025-07-01,12,indireto,3.539,2
1417,2025-07-01,13,indireto,3.466,2
1417,2025-07-01,14,indireto,3.714,2
1417,2025-07-01,15,indireto,4.258,2
1417,2025-07-01,16,indireto,3.15,2
1417,2025-07-01,17,indireto,3.404,2
1417,2025-07-01,18,indireto,1.148,2
1417,2025-07-02,7,indireto,1.926,3
1417,2025-07-02,8,indireto,3.789,2
1417,2025-07-02,9,indireto,4.1,2
1417,2025-07-02,10,indireto,3.267,2
1417,2025-07-02,11,indireto,3.671,2
1417,2025-07-02,12,indireto,3.961,2
1417,2025-07-02,13,indireto,4.161,2
1417,2025-07-02,14,indireto,4.418,2
1417,2025-07-02,15,indireto,5.338,2
1417,2025-07-02,16,indireto,4.119,2
1417,2025-07-02,17,indireto,3.513,2
1417,2025-07-02,18,indireto,1.285,2
1443,2025-07-27,16,indireto,3.81,1
1443,2025-07-27,17,indireto,3.096,1
1453,2025-05-24,13,indireto,1.067,1
1472,2025-04-29,0,indireto,0.379,1
1472,2025-04-29,2,indireto,7.965,1
1472,2025-04-29,3,indireto,7.218,2
1472,2025-04-29,4,indireto,3.288,2
1472,2025-04-29,5,indireto,0.209,1
1472,2025-04-29,6,indireto,0.224,1
1472,2025-04-29,7,indireto,0.467,1
1472,2025-04-29,8,indireto,0.484,1
1472,2025-04-29,9,indireto,1.622,2
1472,2025-04-29,10,indireto,1.349,2
1472,2025-04-29,11,indireto,1.765,2
1472,2025-04-29,12,indireto,4.871,2
1472,2025-04-29,13,indireto,11.815,3
1472,2025-04-29,14,indireto,6.892,4
1472,2025-04-29,15,indireto,6.854,3
1472,2025-04-29,16,indireto,2.701,3
1472,2025-04-29,17,indireto,1.648,2
1472,2025-04-29,18,indireto,1.567,2
1472,2025-04-29,19,indireto,9.666,3
1472,2025-04-29,20,indireto,8.627,3
1472,2025-04-29,21,indireto,2.843,2
1472,2025-04-29,22,indireto,0.986,2
1472,2025-04-30,5,indireto,0.101,1
1472,2025-04-30,6,indireto,0.371,1
1472,2025-04-30,7,indireto,2.048,2
1472,2025-04-30,8,indireto,1.496,2
1472,2025-04-30,9,indireto,0.337,1
1472,2025-04-30,10,indireto,0.334,1
1472,2025-04-30,12,indireto,2.628,3
1472,2025-04-30,13,indireto,1.297,2
1472,2025-04-30,14,indireto,1.878,2
1472,2025-04-30,15,indireto,0.922,3
1472,2025-04-30,16,indireto,1.299,2
1472,2025-04-30,17,indireto,8.222,2
1472,2025-04-30,18,indireto,3.461,2
1472,2025-04-30,19,indireto,0.638,1
1472,2025-04-30,20,indireto,0.885,2
1472,2025-04-30,21,indireto,1.997,3
1472,2025-04-30,22,indireto,0.908,1
1472,2025-05-01,1,indireto,0.209,1
1472,2025-05-01,2,indireto,2.16,1
1472,2025-05-01,3,indireto,1.997,1
1472,2025-05-01,4,indireto,2.02,1
1472,2025-05-01,5,indireto,1.504,1
1472,2025-05-01,6,indireto,1.346,1
1472,2025-05-01,7,indireto,1.054,1
1472,2025-05-01,8,indireto,2.088,2
1472,2025-05-01,9,indireto,1.46,3
1472,2025-05-01,10,indireto,1.243,3
1472,2025-05-01,11,indireto,1.166,3
1472,2025-05-01,12,indireto,1.415,3
1472,2025-05-01,13,indireto,10.276,4
1472,2025-05-01,14,indireto,2.638,3
1472,2025-05-01,15,indireto,2.321,3
1472,2025-05-01,16,indireto,2.026,3
1472,2025-05-01,17,indireto,1.787,3
1472,2025-05-01,18,indireto,6.613,4
1472,2025-05-01,19,indireto,1.938,3
1472,2025-05-01,20,indireto,0.821,1
1472,2025-05-01,21,indireto,1.702,2
1472,2025-05-01,22,indireto,2.16,1
1472,2025-05-01,23,indireto,2.16,1
1472,2025-05-02,0,indireto,0.217,1
1472,2025-05-02,7,indireto,0.787,1
1472,2025-05-02,8,indireto,0.992,1
1472,2025-05-02,9,indireto,1.071,1
1472,2025-05-02,10,indireto,1.067,2
1472,2025-05-02,11,indireto,4.234,2
1472,2025-05-02,12,indireto,9.644,4
1472,2025-05-02,13,indireto,4.77,3
1472,2025-05-02,14,indireto,1.653,2
1472,2025-05-02,15,indireto,3.724,3
1472,2025-05-02,16,indireto,2.302,3
1472,2025-05-02,17,indireto,1.533,2
1472,2025-05-02,18,indireto,0.895,2
1472,2025-05-02,19,indireto,8.462,3
1472,2025-05-02,20,indireto,1.318,1
1472,2025-05-02,21,indireto,1.004,1
1472,2025-05-02,22,indireto,0.669,1
1472,2025-05-02,23,indireto,0.513,1
1472,2025-05-03,0,indireto,0.506,1
1472,2025-05-03,1,indireto,0.316,1
1472,2025-05-03,2,indireto,0.99,1
1472,2025-05-03,3,indireto,2.104,1
1472,2025-05-03,4,indireto,2.074,1
1472,2025-05-03,5,indireto,0.344,1
1472,2025-05-03,8,indireto,0.596,2
1472,2025-05-03,9,indireto,1.776,2
1472,2025-05-03,10,indireto,2.224,2
1472,2025-05-03,11,indireto,2.104,1
1472,2025-05-03,12,indireto,4.204,2
1472,2025-05-03,13,indireto,13.115,4
1472,2025-05-03,14,indireto,5.546,3
1472,2025-05-03,15,indireto,4.857,2
1472,2025-05-03,16,indireto,2.043,2
1472,2025-05-03,17,indireto,1.471,1
1472,2025-05-03,18,indireto,7.629,2
1472,2025-05-03,19,indireto,4.416,2
1472,2025-05-03,20,indireto,0.905,1
1472,2025-05-03,21,indireto,0.856,1
1472,2025-05-03,22,indireto,0.644,1
1472,2025-05-03,23,indireto,0.473,2
1472,2025-05-04,10,indireto,0.294,1
1472,2025-05-04,11,indireto,1.169,1
1472,2025-05-04,12,indireto,5.849,2
1472,2025-05-04,13,indireto,3.24,1
1472,2025-05-04,14,indireto,3.24,1
1472,2025-05-04,15,indireto,3.24,1
1472,2025-05-04,16,indireto,0.042,1
1472,2025-05-04,17,indireto,0.77,1
1472,2025-05-04,18,indireto,12.48,2
1472,2025-05-04,19,indireto,5.678,2
1472,2025-05-04,20,indireto,3.24,1
1472,2025-05-04,21,indireto,3.24,1
1472,2025-05-04,22,indireto,3.24,1
1472,2025-05-04,23,indireto,3.181,1
1472,2025-05-05,0,indireto,0.223,1
1472,2025-05-05,11,indireto,0.149,1
1472,2025-05-05,12,indireto,5.13,2
1472,2025-05-05,13,indireto,2.882,2
1472,2025-05-05,14,indireto,5.892,3
1472,2025-05-05,15,indireto,4.407,3
1472,2025-05-05,16,indireto,3.89,2
1472,2025-05-05,17,indireto,3.632,2
1472,2025-05-05,18,indireto,3.636,2
1472,2025-05-05,19,indireto,12.64,3
1472,2025-05-05,20,indireto,9.321,3
1472,2025-05-05,21,indireto,3.464,2
1472,2025-05-05,22,indireto,3.487,2
1472,2025-05-05,23,indireto,3.47,2
1472,2025-05-06,0,indireto,4.049,2
1472,2025-05-06,1,indireto,3.216,1
1472,2025-05-06,2,indireto,3.055,1
1472,2025-05-06,3,indireto,2.191,1
1472,2025-05-06,7,indireto,0.241,1
1472,2025-05-06,8,indireto,0.903,2
1472,2025-05-06,9,indireto,1.117,1
1472,2025-05-06,10,indireto,0.85,1
1472,2025-05-06,11,indireto,4.154,2
1472,2025-05-06,12,indireto,6.7,2
1472,2025-05-06,13,indireto,9.536,3
1472,2025-05-06,14,indireto,4.52,3
1472,2025-05-06,15,indireto,6.249,4
1472,2025-05-06,16,indireto,6.339,4
1472,2025-05-06,17,indireto,5.955,3
1472,2025-05-06,18,indireto,9.855,5
1472,2025-05-06,19,indireto,3.48,3
1472,2025-05-06,20,indireto,0.669,2
1472,2025-05-06,21,indireto,1.705,2
1472,2025-05-06,22,indireto,1.1,3
1472,2025-05-07,8,indireto,3.816,3
1472,2025-05-07,9,indireto,1.517,2
1472,2025-05-07,10,indireto,1.041,2
1472,2025-05-07,11,indireto,6.619,3
1472,2025-05-07,12,indireto,11.495,3
1472,2025-05-07,13,indireto,0.96,2
1472,2025-05-07,14,indireto,0.926,1
1472,2025-05-07,15,indireto,3.561,2
1472,2025-05-07,16,indireto,3.816,2
1472,2025-05-07,17,indireto,3.426,2
1472,2025-05-07,18,indireto,0.969,1
1472,2025-05-07,19,indireto,0.596,1
1472,2025-05-07,20,indireto,0.81,1
1472,2025-05-07,21,indireto,0.335,1
1472,2025-05-07,22,indireto,1.64,1
1472,2025-05-07,23,indireto,2.087,1
1472,2025-05-08,0,indireto,2.374,2
1472,2025-05-08,1,indireto,2.16,1
1472,2025-05-08,2,indireto,1.601,2
1472,2025-05-08,3,indireto,1.389,1
1472,2025-05-08,5,indireto,0.208,1
1472,2025-05-08,6,indireto,0.187,1
1472,2025-05-08,7,indireto,0.23,1
1472,2025-05-08,8,indireto,1.179,2
1472,2025-05-08,9,indireto,1.224,3
1472,2025-05-08,10,indireto,7.713,5
1472,2025-05-08,11,indireto,4.173,4
1472,2025-05-08,12,indireto,4.456,3
1472,2025-05-08,13,indireto,1.771,3
1472,2025-05-08,14,indireto,4.212,3
1472,2025-05-08,15,indireto,4.378,3
1472,2025-05-08,16,indireto,4.56,3
1472,2025-05-08,17,indireto,4.226,2
1472,2025-05-08,18,indireto,2.171,2
1472,2025-05-08,19,indireto,2.353,2
1472,2025-05-08,20,indireto,1.192,2
1472,2025-05-08,21,indireto,4.45,2
1472,2025-05-08,22,indireto,0.579,2
1472,2025-05-09,5,indireto,1.096,1
1472,2025-05-09,6,indireto,0.899,1
1472,2025-05-09,7,indireto,1.975,3
1472,2025-05-09,8,indireto,4.298,3
1472,2025-05-09,9,indireto,2.34,2
1472,2025-05-09,10,indireto,3.983,4
1472,2025-05-09,11,indireto,6.254,4
1472,2025-05-09,12,indireto,4.802,3
1472,2025-05-09,13,indireto,5.048,2
1472,2025-05-09,14,indireto,6.716,4
1472,2025-05-09,15,indireto,9.271,4
1472,2025-05-09,16,indireto,8.968,4
1472,2025-05-09,17,indireto,8.644,3
1472,2025-05-09,18,indireto,9.289,4
1472,2025-05-09,19,indireto,10.049,4
1472,2025-05-09,20,indireto,9.397,4
1472,2025-05-09,21,indireto,9.875,4
1472,2025-05-09,22,indireto,6.678,3
1472,2025-05-09,23,indireto,4.285,1
1472,2025-05-10,0,indireto,4.261,1
1472,2025-05-10,1,indireto,4.504,2
1472,2025-05-10,2,indireto,4.36,2
1472,2025-05-10,3,indireto,4.234,1
1472,2025-05-10,4,indireto,4.32,1
1472,2025-05-10,5,indireto,4.971,2
1472,2025-05-10,6,indireto,5.214,2
1472,2025-05-10,7,indireto,8.518,4
1472,2025-05-10,8,indireto,9.355,4
1472,2025-05-10,9,indireto,9.22,3
1472,2025-05-10,10,indireto,9.567,3
1472,2025-05-10,11,indireto,9.288,3
1472,2025-05-10,12,indireto,7.427,3
1472,2025-05-10,13,indireto,6.06,2
1472,2025-05-10,14,indireto,9.486,3
1472,2025-05-10,15,indireto,9.752,3
1472,2025-05-10,16,indireto,7.521,3
1472,2025-05-10,17,indireto,4.307,2
1472,2025-05-10,18,indireto,4.391,2
1472,2025-05-10,19,indireto,5.498,3
1472,2025-05-10,20,indireto,7.915,3
1472,2025-05-10,21,indireto,8.267,3
1472,2025-05-10,22,indireto,0.931,3
1472,2025-05-11,14,indireto,0.884,2
1472,2025-05-11,15,indireto,0.993,1
1472,2025-05-11,16,indireto,0.272,1
1472,2025-05-11,19,indireto,0.891,1
1472,2025-05-11,20,indireto,0.968,1
1472,2025-05-11,21,indireto,1.17,2
1472,2025-05-11,22,indireto,0.26,1
1472,2025-05-11,23,indireto,0.619,2
1472,2025-05-12,0,indireto,2.049,2
1472,2025-05-12,1,indireto,1.853,2
1472,2025-05-12,2,indireto,1.783,2
1472,2025-05-12,3,indireto,1.148,1
1472,2025-05-12,4,indireto,0.152,1
1472,2025-05-12,5,indireto,0.124,1
1472,2025-05-12,6,indireto,0.112,1
1472,2025-05-12,7,indireto,0.118,1
1472,2025-05-12,8,indireto,0.64,3
1472,2025-05-12,9,indireto,3.365,2
1472,2025-05-12,10,indireto,3.464,2
1472,2025-05-12,11,indireto,3.508,3
1472,2025-05-12,12,indireto,3.473,2
1472,2025-05-12,13,indireto,9.839,3
1472,2025-05-12,14,indireto,12.59,3
1472,2025-05-12,15,indireto,7.903,3
1472,2025-05-12,16,indireto,1.13,2
1472,2025-05-12,17,indireto,4.559,2
1472,2025-05-12,18,indireto,2.962,2
1472,2025-05-12,19,indireto,2.335,2
1472,2025-05-12,20,indireto,1.125,2
1472,2025-05-12,21,indireto,1.176,2
1472,2025-05-12,22,indireto,0.26,1
1472,2025-05-12,23,indireto,0.236,1
1472,2025-05-13,0,indireto,0.223,1
1472,2025-05-13,1,indireto,0.23,1
1472,2025-05-13,3,indireto,0.199,1
1472,2025-05-13,7,indireto,0.259,2
1472,2025-05-13,8,indireto,2.092,2
1472,2025-05-13,9,indireto,1.141,2
1472,2025-05-13,10,indireto,1.114,2
1472,2025-05-13,11,indireto,9.482,3
1472,2025-05-13,12,indireto,11.136,3
1472,2025-05-13,13,indireto,7.746,2
1472,2025-05-13,15,indireto,1.033,1
1472,2025-05-13,16,indireto,1.078,1
1472,2025-05-13,17,indireto,0.97,1
1472,2025-05-13,18,indireto,1.332,2
1472,2025-05-13,19,indireto,4.058,2
1472,2025-05-13,20,indireto,4.123,2
1472,2025-05-13,21,indireto,4.039,2
1472,2025-05-13,22,indireto,3.552,2
1472,2025-05-13,23,indireto,3.006,1
1472,2025-05-14,0,indireto,2.157,1
1472,2025-05-14,1,indireto,0.938,2
1472,2025-05-14,2,indireto,0.641,2
1472,2025-05-14,3,indireto,0.339,1
1472,2025-05-14,5,indireto,0.585,1
1472,2025-05-14,6,indireto,0.538,1
1472,2025-05-14,7,indireto,1.833,3
1472,2025-05-14,8,indireto,2.777,3
1472,2025-05-14,9,indireto,1.957,3
1472,2025-05-14,10,indireto,2.509,3
1472,2025-05-14,11,indireto,2.025,3
1472,2025-05-14,12,indireto,3.73,4
1472,2025-05-14,13,indireto,5.652,4
1472,2025-05-14,14,indireto,2.336,3
1472,2025-05-14,15,indireto,2.057,3
1472,2025-05-14,16,indireto,10.245,3
1472,2025-05-14,17,indireto,1.425,1
1472,2025-05-14,19,indireto,0.485,1
1472,2025-05-14,22,indireto,0.223,1
1472,2025-05-14,23,indireto,0.253,1
1472,2025-05-16,0,indireto,1.082,2
1472,2025-05-16,1,indireto,2.875,3
1472,2025-05-16,2,indireto,2.764,3
1472,2025-05-16,3,indireto,3.124,4
1472,2025-05-16,4,indireto,2.24,4
1472,2025-05-16,5,indireto,1.775,4
1472,2025-05-16,6,indireto,0.867,3
1472,2025-05-16,7,indireto,0.883,3
1472,2025-05-16,8,indireto,0.944,3
1472,2025-05-16,9,indireto,1.498,2
1472,2025-05-16,10,indireto,0.682,2
1472,2025-05-16,11,indireto,1.273,3
1472,2025-05-16,12,indireto,9.053,4
1472,2025-05-16,13,indireto,1.826,3
1472,2025-05-16,14,indireto,4.265,4
1472,2025-05-16,15,indireto,4.089,4
1472,2025-05-16,16,indireto,4.193,4
1472,2025-05-16,17,indireto,14.402,5
1472,2025-05-16,18,indireto,9.973,5
1472,2025-05-16,19,indireto,2.96,3
1472,2025-05-16,20,indireto,2.069,3
1472,2025-05-16,21,indireto,0.563,2
1472,2025-05-16,22,indireto,0.755,2
1472,2025-05-16,23,indireto,1.099,2
1472,2025-05-17,0,indireto,1.2,2
1472,2025-05-17,1,indireto,0.868,1
1472,2025-05-17,2,indireto,1.065,2
1472,2025-05-17,3,indireto,0.694,1
1472,2025-05-17,4,indireto,0.914,2
1472,2025-05-17,5,indireto,0.816,1
1472,2025-05-17,6,indireto,0.949,2
1472,2025-05-17,7,indireto,2.357,2
1472,2025-05-17,8,indireto,2.219,3
1472,2025-05-17,9,indireto,0.988,1
1472,2025-05-17,10,indireto,1.634,2
1472,2025-05-17,11,indireto,1.429,2
1472,2025-05-17,12,indireto,1.701,2
1472,2025-05-17,13,indireto,5.041,3
1472,2025-05-17,14,indireto,4.842,3
1472,2025-05-17,15,indireto,1.915,3
1472,2025-05-17,16,indireto,1.403,2
1472,2025-05-17,17,indireto,1.544,2
1472,2025-05-17,18,indireto,0.949,2
1472,2025-05-17,19,indireto,1.811,3
1472,2025-05-17,20,indireto,0.652,2
1472,2025-05-17,21,indireto,0.591,1
1472,2025-05-17,22,indireto,0.853,2
1472,2025-05-17,23,indireto,0.668,2
1472,2025-05-18,0,indireto,0.834,2
1472,2025-05-18,1,indireto,0.521,1
1472,2025-05-18,2,indireto,0.817,1
1472,2025-05-18,3,indireto,2.272,3
1472,2025-05-18,4,indireto,0.811,2
1472,2025-05-18,5,indireto,0.525,1
1472,2025-05-18,6,indireto,0.831,2
1472,2025-05-18,7,indireto,0.816,1
1472,2025-05-18,8,indireto,1.602,2
1472,2025-05-18,9,indireto,1.099,2
1472,2025-05-18,10,indireto,1.486,2
1472,2025-05-18,11,indireto,1.595,2
1472,2025-05-18,12,indireto,1.65,2
1472,2025-05-18,13,indireto,0.81,2
1472,2025-05-18,18,indireto,2.431,2
1472,2025-05-18,19,indireto,0.427,1
1472,2025-05-18,20,indireto,0.254,1
1472,2025-05-18,21,indireto,0.265,1
1472,2025-05-18,22,indireto,0.344,1
1472,2025-05-18,23,indireto,0.377,1
1472,2025-05-20,0,indireto,3.396,2
1472,2025-05-20,1,indireto,2.343,2
1472,2025-05-20,2,indireto,1.137,2
1472,2025-05-20,3,indireto,1.054,1
1472,2025-05-20,4,indireto,0.886,1
1472,2025-05-20,5,indireto,0.743,1
1472,2025-05-20,6,indireto,1.003,1
1472,2025-05-20,7,indireto,1.21,2
1472,2025-05-20,8,indireto,1.354,1
1472,2025-05-20,9,indireto,1.476,1
1472,2025-05-20,10,indireto,1.055,1
1472,2025-05-20,11,indireto,1.729,1
1472,2025-05-20,12,indireto,1.839,1
1472,2025-05-20,13,indireto,2.139,2
1472,2025-05-20,14,indireto,8.746,3
1472,2025-05-20,15,indireto,10.165,4
1472,2025-05-20,16,indireto,8.831,3
1472,2025-05-20,17,indireto,9.134,4
1472,2025-05-20,18,indireto,8.544,4
1472,2025-05-20,19,indireto,8.006,5
1472,2025-05-20,20,indireto,5.947,3
1472,2025-05-20,21,indireto,2.027,3
1472,2025-05-20,22,indireto,0.651,1
1472,2025-05-20,23,indireto,1.362,2
1472,2025-05-21,0,indireto,3.104,2
1472,2025-05-21,1,indireto,3.236,2
1472,2025-05-21,2,indireto,2.911,2
1472,2025-05-21,3,indireto,2.655,2
1472,2025-05-21,4,indireto,2.353,2
1472,2025-05-21,5,indireto,2.034,2
1472,2025-05-21,6,indireto,1.227,1
1472,2025-05-21,7,indireto,0.337,1
1472,2025-05-21,8,indireto,1.812,2
1472,2025-05-21,9,indireto,8.51,5
1472,2025-05-21,10,indireto,9.147,4
1472,2025-05-21,11,indireto,9.018,3
1472,2025-05-21,12,indireto,8.87,3
1472,2025-05-21,13,indireto,9.074,3
1472,2025-05-21,14,indireto,8.967,3
1472,2025-05-21,15,indireto,9.293,3
1472,2025-05-21,16,indireto,5.521,2
1472,2025-05-21,17,indireto,5.094,2
1472,2025-05-21,18,indireto,2.303,2
1472,2025-05-21,19,indireto,2.071,2
1472,2025-05-21,20,indireto,4.819,2
1472,2025-05-21,21,indireto,5.128,2
1472,2025-05-21,22,indireto,5.25,2
1472,2025-05-21,23,indireto,5.016,2
1472,2025-05-22,0,indireto,5.08,2
1472,2025-05-22,1,indireto,1.037,2
1472,2025-05-22,2,indireto,0.976,1
1472,2025-05-22,3,indireto,0.652,1
1472,2025-05-22,4,indireto,0.715,1
1472,2025-05-22,5,indireto,1.569,2
1472,2025-05-22,6,indireto,1.728,2
1472,2025-05-22,7,indireto,1.066,2
1472,2025-05-22,8,indireto,0.894,1
1472,2025-05-22,9,indireto,2.319,4
1472,2025-05-22,10,indireto,7.747,3
1472,2025-05-22,11,indireto,8.484,4
1472,2025-05-22,12,indireto,7.913,3
1472,2025-05-22,13,indireto,7.661,3
1472,2025-05-22,14,indireto,5.552,3
1472,2025-05-22,15,indireto,4.686,2
1472,2025-05-22,16,indireto,4.568,2
1472,2025-05-22,17,indireto,10.129,3
1472,2025-05-22,18,indireto,9.395,2
1472,2025-05-22,19,indireto,0.227,1
1472,2025-05-22,20,indireto,0.224,1
1472,2025-05-22,21,indireto,0.26,1
1472,2025-05-22,22,indireto,0.235,1
1472,2025-05-22,23,indireto,3.71,2
1472,2025-05-23,0,indireto,2.819,2
1472,2025-05-23,1,indireto,1.294,1
1472,2025-05-23,2,indireto,2.396,2
1472,2025-05-23,3,indireto,2.074,1
1472,2025-05-23,4,indireto,2.16,1
1472,2025-05-23,5,indireto,1.704,2
1472,2025-05-23,6,indireto,0.331,1
1472,2025-05-23,7,indireto,1.276,1
1472,2025-05-23,8,indireto,1.878,1
1472,2025-05-23,9,indireto,1.959,1
1472,2025-05-23,10,indireto,5.272,3
1472,2025-05-23,11,indireto,5.332,3
1472,2025-05-23,12,indireto,3.639,3
1472,2025-05-23,13,indireto,11.074,3
1472,2025-05-23,14,indireto,4.818,3
1472,2025-05-23,15,indireto,7.725,2
1472,2025-05-23,16,indireto,8.478,3
1472,2025-05-23,17,indireto,11.618,4
1472,2025-05-23,18,indireto,4.308,3
1472,2025-05-23,19,indireto,1.006,1
1472,2025-05-23,20,indireto,1.008,1
1472,2025-05-23,21,indireto,1.055,1
1472,2025-05-23,22,indireto,0.707,1
1472,2025-05-23,23,indireto,0.288,1
1472,2025-05-25,0,indireto,1.566,1
1472,2025-05-25,1,indireto,1.303,1
1472,2025-05-25,2,indireto,1.236,1
1472,2025-05-25,3,indireto,0.89,1
1472,2025-05-25,4,indireto,0.503,1
1472,2025-05-25,5,indireto,0.654,1
1472,2025-05-25,6,indireto,0.4,1
1472,2025-05-25,7,indireto,0.612,1
1472,2025-05-25,8,indireto,0.869,1
1472,2025-05-25,9,indireto,1.184,1
1472,2025-05-25,10,indireto,1.132,1
1472,2025-05-25,11,indireto,1.126,1
1472,2025-05-25,12,indireto,9.523,2
1472,2025-05-25,13,indireto,1.258,1
1472,2025-05-25,14,indireto,1.68,1
1472,2025-05-25,15,indireto,1.73,1
1472,2025-05-25,16,indireto,1.353,1
1472,2025-05-25,17,indireto,1.155,1
1472,2025-05-25,18,indireto,10.289,2
1472,2025-05-25,19,indireto,1.014,1
1472,2025-05-25,20,indireto,0.724,1
1472,2025-05-25,21,indireto,0.913,1
1472,2025-05-25,22,indireto,0.523,1
1472,2025-05-25,23,indireto,0.816,1
1472,2025-05-27,10,indireto,0.011,1
1472,2025-05-27,11,indireto,1.183,1
1472,2025-05-27,12,indireto,2.517,1
1472,2025-05-27,13,indireto,2.242,1
1472,2025-05-27,14,indireto,2.654,1
1472,2025-05-27,15,indireto,3.24,1
1472,2025-05-27,16,indireto,1.469,1
1472,2025-05-27,17,indireto,0.44,1
1472,2025-05-28,7,indireto,0.447,1
1472,2025-05-28,8,indireto,1.281,1
1472,2025-05-28,9,indireto,1.16,1
1472,2025-05-28,10,indireto,6.564,3
1472,2025-05-28,11,indireto,9.311,3
1472,2025-05-28,12,indireto,6.675,2
1472,2025-05-28,13,indireto,8.428,3
1472,2025-05-28,14,indireto,9.678,4
1472,2025-05-28,15,indireto,9.667,4
1472,2025-05-28,16,indireto,7.505,4
1472,2025-05-28,17,indireto,5.883,3
1472,2025-05-28,18,indireto,6.046,3
1472,2025-05-28,19,indireto,6.383,4
1472,2025-05-28,20,indireto,5.614,3
1472,2025-05-28,21,indireto,4.05,3
1472,2025-05-28,22,indireto,1.343,2
1472,2025-05-28,23,indireto,1.025,2
1472,2025-05-29,0,indireto,2.247,2
1472,2025-05-29,1,indireto,2.238,2
1472,2025-05-29,2,indireto,2.766,2
1472,2025-05-29,3,indireto,2.858,2
1472,2025-05-29,4,indireto,2.759,2
1472,2025-05-29,5,indireto,0.884,2
1472,2025-05-29,6,indireto,0.465,1
1472,2025-05-29,7,indireto,0.536,1
1472,2025-05-29,8,indireto,1.568,1
1472,2025-05-29,9,indireto,3.335,2
1472,2025-05-29,10,indireto,3.608,2
1472,2025-05-29,11,indireto,7.673,3
1472,2025-05-29,12,indireto,9.199,2
1472,2025-05-29,16,indireto,6.907,1
1472,2025-05-29,18,indireto,0.713,1
1472,2025-05-29,21,indireto,0.544,1
1472,2025-05-29,22,indireto,0.788,1
1472,2025-05-30,3,indireto,0.421,1
1472,2025-05-30,8,indireto,0.558,1
1472,2025-05-30,9,indireto,0.644,1
1472,2025-05-30,10,indireto,1.406,1
1472,2025-05-30,11,indireto,3.103,2
1472,2025-05-30,12,indireto,0.996,2
1472,2025-05-30,13,indireto,0.997,2
1472,2025-05-30,14,indireto,1.293,2
1472,2025-05-30,15,indireto,1.327,2
1472,2025-05-30,16,indireto,0.901,2
1472,2025-05-30,17,indireto,0.328,2
1472,2025-05-30,18,indireto,0.715,2
1472,2025-05-30,19,indireto,0.563,2
1472,2025-05-30,20,indireto,0.517,1
1472,2025-05-30,21,indireto,0.321,1
1472,2025-05-31,7,indireto,0.374,1
1472,2025-05-31,8,indireto,1.48,1
1472,2025-05-31,9,indireto,1.394,1
1472,2025-05-31,10,indireto,1.362,1
1472,2025-05-31,11,indireto,1.282,1
1472,2025-05-31,12,indireto,0.856,1
1472,2025-05-31,13,indireto,1.019,1
1472,2025-05-31,14,indireto,0.578,1
1472,2025-06-01,13,indireto,1.912,1
1472,2025-06-01,15,indireto,0.503,1
1472,2025-06-01,16,indireto,12.098,2
1472,2025-06-01,17,indireto,3.625,2
1474,2025-08-27,9,indireto,1.483,1
1474,2025-08-27,10,indireto,0.918,1
1474,2025-08-27,11,indireto,0.274,1
1474,2025-08-27,12,indireto,2.111,1
1474,2025-08-27,13,indireto,1.606,1
1474,2025-08-27,14,indireto,3.399,3
1474,2025-08-27,15,indireto,5.75,2
1474,2025-08-27,16,indireto,5.773,2
1474,2025-08-27,17,indireto,8.634,2
1474,2025-08-27,18,indireto,9.408,2
1474,2025-08-27,19,indireto,1.112,1
1474,2025-08-27,20,indireto,1.038,1
1474,2025-08-27,21,indireto,1.043,1
1474,2025-08-27,22,indireto,0.221,1
1474,2025-08-28,8,indireto,0.378,1
1474,2025-08-28,9,indireto,1.26,1
1474,2025-08-28,10,indireto,1.946,1
1474,2025-08-28,11,indireto,3.821,2
1474,2025-08-28,12,indireto,2.758,2
1474,2025-08-28,13,indireto,3.701,3
1474,2025-08-28,14,indireto,3.348,2
1474,2025-08-28,15,indireto,4.338,2
1474,2025-08-28,16,indireto,11.896,3
1474,2025-08-28,17,indireto,9.109,3
1474,2025-08-28,18,indireto,2.837,3
1474,2025-08-28,19,indireto,0.606,2
1474,2025-08-28,20,indireto,1.072,2
1474,2025-08-28,21,indireto,0.971,2
1474,2025-08-28,22,indireto,0.072,1
1474,2025-08-28,23,indireto,0.093,1
1474,2025-08-29,0,indireto,0.036,1
1474,2025-08-29,2,indireto,0.094,1
1474,2025-08-29,3,indireto,0.054,1
1474,2025-08-29,4,indireto,0.096,1
1474,2025-08-29,5,indireto,0.054,1
1474,2025-08-29,6,indireto,0.077,1
1474,2025-08-29,8,indireto,0.036,1
1474,2025-08-29,9,indireto,1.728,2
1474,2025-08-29,10,indireto,1.258,2
1474,2025-08-29,11,indireto,1.704,2
1474,2025-08-29,12,indireto,2.508,2
1474,2025-08-29,13,indireto,1.473,2
