unit_id,data,hora,qtd_devices_total,qtd_dac,qtd_dut,peso_medio_dac,peso_medio_dut,consumo_kwh_total,metodos
1253,2025-07-08,14,3,3,0,0.3333,0.0,13.959,indireto
1253,2025-07-08,15,2,2,0,0.5,0.0,11.081,indireto
1253,2025-07-08,16,2,2,0,0.5,0.0,11.028,indireto
1253,2025-07-08,17,2,2,0,0.5,0.0,6.648,indireto
1253,2025-07-08,18,1,1,0,1.0,0.0,3.621,indireto
1253,2025-07-08,19,1,1,0,1.0,0.0,3.407,indireto
1253,2025-07-08,20,1,1,0,1.0,0.0,0.108,indireto
1253,2025-07-09,7,1,1,0,1.0,0.0,2.418,indireto
1253,2025-07-09,8,3,3,0,0.3333,0.0,13.647,indireto
1253,2025-07-09,9,2,2,0,0.5,0.0,12.062,indireto
1253,2025-07-09,10,2,2,0,0.5,0.0,3.914,indireto
1253,2025-07-09,11,3,3,0,0.3333,0.0,14.656,indireto
1253,2025-07-09,12,3,3,0,0.3333,0.0,15.159,indireto
1253,2025-07-09,13,3,3,0,0.3333,0.0,17.476,indireto
1253,2025-07-09,14,3,3,0,0.3333,0.0,14.598,indireto
1253,2025-07-09,15,2,2,0,0.5,0.0,10.383,indireto
1253,2025-07-09,16,2,2,0,0.5,0.0,11.326,indireto
1253,2025-07-09,17,2,2,0,0.5,0.0,7.319,indireto
1253,2025-07-09,18,1,1,0,1.0,0.0,2.59,indireto
1253,2025-07-09,19,1,1,0,1.0,0.0,4.139,indireto
1253,2025-07-09,20,1,1,0,1.0,0.0,0.106,indireto
1253,2025-07-10,7,1,1,0,1.0,0.0,2.447,indireto
1253,2025-07-10,8,3,3,0,0.3333,0.0,14.095,indireto
1253,2025-07-10,9,2,2,0,0.5,0.0,11.5,indireto
1253,2025-07-10,10,2,2,0,0.5,0.0,11.771,indireto
1253,2025-07-10,11,2,2,0,0.5,0.0,10.36,indireto
1253,2025-07-10,12,2,2,0,0.5,0.0,11.901,indireto
1253,2025-07-10,13,2,2,0,0.5,0.0,10.419,indireto
1253,2025-07-10,14,2,2,0,0.5,0.0,10.531,indireto
1253,2025-07-10,15,2,2,0,0.5,0.0,11.654,indireto
1253,2025-07-10,16,2,2,0,0.5,0.0,10.936,indireto
1253,2025-07-10,17,2,2,0,0.5,0.0,7.67,indireto
1253,2025-07-10,18,1,1,0,1.0,0.0,3.819,indireto
1253,2025-07-10,19,1,1,0,1.0,0.0,4.097,indireto
1253,2025-07-10,20,1,1,0,1.0,0.0,0.114,indireto
1253,2025-07-11,7,1,1,0,1.0,0.0,2.456,indireto
1253,2025-07-11,8,3,3,0,0.3333,0.0,14.015,indireto
1253,2025-07-11,9,2,2,0,0.5,0.0,11.715,indireto
1253,2025-07-11,10,3,3,0,0.3333,0.0,13.543,indireto
1253,2025-07-11,11,3,3,0,0.3333,0.0,17.733,indireto
1253,2025-07-11,12,3,3,0,0.3333,0.0,18.042,indireto
1253,2025-07-11,13,3,3,0,0.3333,0.0,18.547,indireto
1253,2025-07-11,14,3,3,0,0.3333,0.0,17.761,indireto
1253,2025-07-11,15,3,3,0,0.3333,0.0,18.281,indireto
1253,2025-07-11,16,3,3,0,0.3333,0.0,11.615,indireto
1253,2025-07-11,17,2,2,0,0.5,0.0,7.06,indireto
1253,2025-07-11,18,1,1,0,1.0,0.0,3.95,indireto
1253,2025-07-11,19,1,1,0,1.0,0.0,3.814,indireto
1253,2025-07-11,20,1,1,0,1.0,0.0,0.112,indireto
1253,2025-07-12,7,1,1,0,1.0,0.0,1.811,indireto
1253,2025-07-12,8,1,1,0,1.0,0.0,3.993,indireto
1253,2025-07-12,9,1,1,0,1.0,0.0,4.312,indireto
1253,2025-07-12,10,1,1,0,1.0,0.0,4.819,indireto
1253,2025-07-12,11,1,1,0,1.0,0.0,3.829,indireto
1253,2025-07-12,12,1,1,0,1.0,0.0,4.094,indireto
1253,2025-07-12,13,1,1,0,1.0,0.0,3.714,indireto
1253,2025-07-12,14,1,1,0,1.0,0.0,3.683,indireto
1253,2025-07-12,15,1,1,0,1.0,0.0,3.31,indireto
1253,2025-07-12,16,1,1,0,1.0,0.0,4.04,indireto
1253,2025-07-12,17,1,1,0,1.0,0.0,3.242,indireto
1253,2025-07-12,18,1,1,0,1.0,0.0,4.083,indireto
1253,2025-07-12,19,1,1,0,1.0,0.0,3.236,indireto
1253,2025-07-12,20,1,1,0,1.0,0.0,0.103,indireto
1253,2025-07-13,7,1,1,0,1.0,0.0,2.401,indireto
1253,2025-07-13,8,1,1,0,1.0,0.0,4.29,indireto
1253,2025-07-13,9,1,1,0,1.0,0.0,4.247,indireto
1253,2025-07-13,10,1,1,0,1.0,0.0,4.228,indireto
1253,2025-07-13,11,1,1,0,1.0,0.0,3.89,indireto
1253,2025-07-13,12,1,1,0,1.0,0.0,4.101,indireto
1253,2025-07-13,13,1,1,0,1.0,0.0,3.683,indireto
1253,2025-07-13,14,1,1,0,1.0,0.0,3.133,indireto
1253,2025-07-13,15,1,1,0,1.0,0.0,3.779,indireto
1253,2025-07-13,16,1,1,0,1.0,0.0,3.061,indireto
1253,2025-07-13,17,1,1,0,1.0,0.0,4.04,indireto
1253,2025-07-13,18,1,1,0,1.0,0.0,3.092,indireto
1253,2025-07-13,19,1,1,0,1.0,0.0,4.443,indireto
1253,2025-07-13,20,1,1,0,1.0,0.0,0.112,indireto
1253,2025-07-14,7,1,1,0,1.0,0.0,2.362,indireto
1253,2025-07-14,8,3,3,0,0.3333,0.0,14.92,indireto
1253,2025-07-14,9,2,2,0,0.5,0.0,11.682,indireto
1253,2025-07-14,10,4,4,0,0.25,0.0,14.144,indireto
1253,2025-07-14,11,4,4,0,0.25,0.0,21.601,indireto
1253,2025-07-14,12,4,4,0,0.25,0.0,19.893,indireto
1253,2025-07-14,13,4,4,0,0.25,0.0,18.955,indireto
1253,2025-07-14,14,4,4,0,0.25,0.0,19.868,indireto
1253,2025-07-14,15,4,4,0,0.25,0.0,23.51,indireto
1253,2025-07-14,16,4,4,0,0.25,0.0,18.828,indireto
1253,2025-07-14,17,3,3,0,0.3333,0.0,11.358,indireto
1253,2025-07-14,18,1,1,0,1.0,0.0,2.45,indireto
1253,2025-07-14,19,1,1,0,1.0,0.0,4.122,indireto
1253,2025-07-14,20,1,1,0,1.0,0.0,0.064,indireto
1253,2025-07-15,7,1,1,0,1.0,0.0,2.392,indireto
1253,2025-07-15,8,4,4,0,0.25,0.0,20.648,indireto
1253,2025-07-15,9,3,3,0,0.3333,0.0,19.315,indireto
1253,2025-07-15,10,3,3,0,0.3333,0.0,19.218,indireto
1253,2025-07-15,11,3,3,0,0.3333,0.0,19.247,indireto
1253,2025-07-15,12,3,3,0,0.3333,0.0,18.111,indireto
1253,2025-07-15,13,3,3,0,0.3333,0.0,18.469,indireto
1253,2025-07-15,14,4,4,0,0.25,0.0,20.407,indireto
1253,2025-07-15,15,3,3,0,0.3333,0.0,18.368,indireto
1253,2025-07-15,16,3,3,0,0.3333,0.0,18.817,indireto
1253,2025-07-15,17,3,3,0,0.3333,0.0,10.065,indireto
1253,2025-07-15,18,1,1,0,1.0,0.0,3.962,indireto
1253,2025-07-15,19,1,1,0,1.0,0.0,3.64,indireto
1253,2025-07-15,20,1,1,0,1.0,0.0,0.104,indireto
1253,2025-07-16,7,1,1,0,1.0,0.0,2.453,indireto
1253,2025-07-16,8,4,4,0,0.25,0.0,20.422,indireto
1253,2025-07-16,9,3,3,0,0.3333,0.0,19.338,indireto
1253,2025-07-16,10,3,3,0,0.3333,0.0,18.89,indireto
1253,2025-07-16,11,3,3,0,0.3333,0.0,19.286,indireto
1253,2025-07-16,12,3,3,0,0.3333,0.0,18.492,indireto
1253,2025-07-16,13,3,3,0,0.3333,0.0,18.294,indireto
1253,2025-07-16,14,3,3,0,0.3333,0.0,18.214,indireto
1253,2025-07-16,15,3,3,0,0.3333,0.0,18.132,indireto
1253,2025-07-16,16,4,4,0,0.25,0.0,20.441,indireto
1253,2025-07-16,17,3,3,0,0.3333,0.0,11.898,indireto
1253,2025-07-16,18,1,1,0,1.0,0.0,2.262,indireto
1253,2025-07-16,19,1,1,0,1.0,0.0,3.554,indireto
1253,2025-07-17,7,1,1,0,1.0,0.0,2.412,indireto
1253,2025-07-17,8,4,4,0,0.25,0.0,20.639,indireto
1253,2025-07-17,9,3,3,0,0.3333,0.0,15.573,indireto
1253,2025-07-17,10,4,4,0,0.25,0.0,14.791,indireto
1253,2025-07-17,11,3,3,0,0.3333,0.0,18.971,indireto
1253,2025-07-17,12,3,3,0,0.3333,0.0,17.169,indireto
1253,2025-07-17,13,3,3,0,0.3333,0.0,19.067,indireto
1253,2025-07-17,14,3,3,0,0.3333,0.0,17.846,indireto
1253,2025-07-17,15,3,3,0,0.3333,0.0,18.465,indireto
1253,2025-07-17,16,3,3,0,0.3333,0.0,17.556,indireto
1253,2025-07-17,17,3,3,0,0.3333,0.0,10.491,indireto
1253,2025-07-17,18,1,1,0,1.0,0.0,3.799,indireto
1253,2025-07-17,19,1,1,0,1.0,0.0,4.45,indireto
1253,2025-07-17,20,1,1,0,1.0,0.0,0.106,indireto
1253,2025-07-18,7,1,1,0,1.0,0.0,2.414,indireto
1253,2025-07-18,8,4,4,0,0.25,0.0,21.16,indireto
1253,2025-07-18,9,3,3,0,0.3333,0.0,14.178,indireto
1253,2025-07-18,10,2,2,0,0.5,0.0,11.992,indireto
1253,2025-07-18,11,3,3,0,0.3333,0.0,13.841,indireto
1253,2025-07-18,12,3,3,0,0.3333,0.0,18.831,indireto
1253,2025-07-18,13,3,3,0,0.3333,0.0,18.443,indireto
1253,2025-07-18,14,3,3,0,0.3333,0.0,18.718,indireto
1253,2025-07-18,15,3,3,0,0.3333,0.0,13.458,indireto
1253,2025-07-18,16,3,3,0,0.3333,0.0,13.795,indireto
1253,2025-07-18,17,2,2,0,0.5,0.0,7.5,indireto
1253,2025-07-18,18,1,1,0,1.0,0.0,3.99,indireto
1253,2025-07-18,19,1,1,0,1.0,0.0,4.45,indireto
1253,2025-07-18,20,1,1,0,1.0,0.0,0.117,indireto
1253,2025-07-19,7,1,1,0,1.0,0.0,2.349,indireto
1253,2025-07-19,8,1,1,0,1.0,0.0,4.346,indireto
1253,2025-07-19,9,1,1,0,1.0,0.0,4.254,indireto
1253,2025-07-19,10,1,1,0,1.0,0.0,3.864,indireto
1253,2025-07-19,11,1,1,0,1.0,0.0,4.451,indireto
1253,2025-07-19,12,1,1,0,1.0,0.0,3.54,indireto
1253,2025-07-19,13,1,1,0,1.0,0.0,2.983,indireto
1253,2025-07-19,14,1,1,0,1.0,0.0,3.703,indireto
1253,2025-07-19,15,1,1,0,1.0,0.0,3.9,indireto
1253,2025-07-19,16,1,1,0,1.0,0.0,3.125,indireto
1253,2025-07-19,17,1,1,0,1.0,0.0,3.683,indireto
1253,2025-07-19,18,1,1,0,1.0,0.0,3.35,indireto
1253,2025-07-19,19,1,1,0,1.0,0.0,4.624,indireto
1253,2025-07-19,20,1,1,0,1.0,0.0,0.096,indireto
1253,2025-07-20,7,3,3,0,0.3333,0.0,2.367,indireto
1253,2025-07-20,8,3,3,0,0.3333,0.0,4.732,indireto
1253,2025-07-20,9,1,1,0,1.0,0.0,4.093,indireto
1253,2025-07-20,10,1,1,0,1.0,0.0,3.718,indireto
1253,2025-07-20,11,1,1,0,1.0,0.0,3.711,indireto
1253,2025-07-20,12,1,1,0,1.0,0.0,3.392,indireto
1253,2025-07-20,13,1,1,0,1.0,0.0,3.696,indireto
1253,2025-07-20,14,1,1,0,1.0,0.0,3.851,indireto
1253,2025-07-20,15,1,1,0,1.0,0.0,3.746,indireto
1253,2025-07-20,16,1,1,0,1.0,0.0,2.628,indireto
1253,2025-07-20,17,1,1,0,1.0,0.0,3.492,indireto
1253,2025-07-20,18,1,1,0,1.0,0.0,3.858,indireto
1253,2025-07-20,19,1,1,0,1.0,0.0,3.926,indireto
1253,2025-07-20,20,1,1,0,1.0,0.0,0.107,indireto
1253,2025-07-21,7,1,1,0,1.0,0.0,2.435,indireto
1253,2025-07-21,8,4,4,0,0.25,0.0,15.75,indireto
1253,2025-07-21,9,2,2,0,0.5,0.0,12.006,indireto
1253,2025-07-21,10,2,2,0,0.5,0.0,11.568,indireto
1253,2025-07-21,11,3,3,0,0.3333,0.0,19.377,indireto
1253,2025-07-21,12,3,3,0,0.3333,0.0,18.181,indireto
1253,2025-07-21,13,3,3,0,0.3333,0.0,18.176,indireto
1253,2025-07-21,14,3,3,0,0.3333,0.0,17.55,indireto
1253,2025-07-21,15,3,3,0,0.3333,0.0,16.124,indireto
1253,2025-07-21,16,3,3,0,0.3333,0.0,14.182,indireto
1253,2025-07-21,17,3,3,0,0.3333,0.0,8.664,indireto
1253,2025-07-21,18,1,1,0,1.0,0.0,3.443,indireto
1253,2025-07-21,19,1,1,0,1.0,0.0,3.725,indireto
1253,2025-07-21,20,1,1,0,1.0,0.0,0.114,indireto
1253,2025-07-22,7,1,1,0,1.0,0.0,2.404,indireto
1253,2025-07-22,8,3,3,0,0.3333,0.0,14.736,indireto
1253,2025-07-22,9,2,2,0,0.5,0.0,11.51,indireto
1253,2025-07-22,10,3,3,0,0.3333,0.0,14.407,indireto
1253,2025-07-22,11,3,3,0,0.3333,0.0,16.187,indireto
1253,2025-07-22,12,3,3,0,0.3333,0.0,18.812,indireto
1253,2025-07-22,13,3,3,0,0.3333,0.0,17.983,indireto
1253,2025-07-22,14,3,3,0,0.3333,0.0,18.412,indireto
1253,2025-07-22,15,3,3,0,0.3333,0.0,17.749,indireto
1253,2025-07-22,16,3,3,0,0.3333,0.0,19.025,indireto
1253,2025-07-22,17,3,3,0,0.3333,0.0,8.126,indireto
1253,2025-07-22,18,1,1,0,1.0,0.0,3.671,indireto
1253,2025-07-22,19,1,1,0,1.0,0.0,4.422,indireto
1253,2025-07-22,20,1,1,0,1.0,0.0,0.022,indireto
1253,2025-07-23,7,1,1,0,1.0,0.0,2.438,indireto
1253,2025-07-23,8,3,3,0,0.3333,0.0,14.422,indireto
1253,2025-07-23,9,2,2,0,0.5,0.0,12.208,indireto
1253,2025-07-23,10,2,2,0,0.5,0.0,10.768,indireto
1253,2025-07-23,11,3,3,0,0.3333,0.0,18.616,indireto
1253,2025-07-23,12,3,3,0,0.3333,0.0,18.578,indireto
1253,2025-07-23,13,3,3,0,0.3333,0.0,15.375,indireto
1253,2025-07-23,14,3,3,0,0.3333,0.0,14.11,indireto
1253,2025-07-23,15,3,3,0,0.3333,0.0,16.78,indireto
1253,2025-07-23,16,3,3,0,0.3333,0.0,12.743,indireto
1253,2025-07-23,17,2,2,0,0.5,0.0,7.218,indireto
1253,2025-07-23,18,1,1,0,1.0,0.0,3.2,indireto
1253,2025-07-23,19,1,1,0,1.0,0.0,4.374,indireto
1253,2025-07-23,20,1,1,0,1.0,0.0,0.114,indireto
1253,2025-07-24,7,1,1,0,1.0,0.0,2.361,indireto
1253,2025-07-24,8,3,3,0,0.3333,0.0,14.325,indireto
1253,2025-07-24,9,2,2,0,0.5,0.0,12.111,indireto
1253,2025-07-24,10,2,2,0,0.5,0.0,11.494,indireto
1253,2025-07-24,11,2,2,0,0.5,0.0,11.992,indireto
1253,2025-07-24,12,3,3,0,0.3333,0.0,13.291,indireto
1253,2025-07-24,13,3,3,0,0.3333,0.0,13.093,indireto
1253,2025-07-24,14,3,3,0,0.3333,0.0,17.771,indireto
1253,2025-07-24,15,3,3,0,0.3333,0.0,14.669,indireto
1253,2025-07-24,16,3,3,0,0.3333,0.0,12.162,indireto
1253,2025-07-24,17,2,2,0,0.5,0.0,7.421,indireto
1253,2025-07-24,18,1,1,0,1.0,0.0,2.994,indireto
1253,2025-07-24,19,1,1,0,1.0,0.0,4.317,indireto
1253,2025-07-24,20,1,1,0,1.0,0.0,0.111,indireto
1253,2025-07-25,7,1,1,0,1.0,0.0,2.421,indireto
1253,2025-07-25,8,3,3,0,0.3333,0.0,14.531,indireto
1253,2025-07-25,9,2,2,0,0.5,0.0,11.999,indireto
1253,2025-07-25,10,2,2,0,0.5,0.0,11.254,indireto
1253,2025-07-25,11,3,3,0,0.3333,0.0,14.947,indireto
1253,2025-07-25,12,3,3,0,0.3333,0.0,14.276,indireto
1253,2025-07-25,13,3,3,0,0.3333,0.0,18.867,indireto
1253,2025-07-25,14,3,3,0,0.3333,0.0,18.572,indireto
1253,2025-07-25,15,3,3,0,0.3333,0.0,12.393,indireto
1253,2025-07-25,16,3,3,0,0.3333,0.0,15.9,indireto
1253,2025-07-25,17,2,2,0,0.5,0.0,6.214,indireto
1253,2025-07-25,18,1,1,0,1.0,0.0,4.072,indireto
1253,2025-07-25,19,1,1,0,1.0,0.0,3.972,indireto
1253,2025-07-25,20,1,1,0,1.0,0.0,0.106,indireto
1253,2025-07-26,7,1,1,0,1.0,0.0,2.228,indireto
1253,2025-07-26,8,1,1,0,1.0,0.0,4.585,indireto
1253,2025-07-26,9,1,1,0,1.0,0.0,4.34,indireto
1253,2025-07-26,10,1,1,0,1.0,0.0,4.165,indireto
1253,2025-07-26,11,1,1,0,1.0,0.0,3.792,indireto
1253,2025-07-26,12,1,1,0,1.0,0.0,3.144,indireto
1253,2025-07-26,13,1,1,0,1.0,0.0,3.61,indireto
1253,2025-07-26,14,1,1,0,1.0,0.0,3.631,indireto
1253,2025-07-26,15,1,1,0,1.0,0.0,3.351,indireto
1253,2025-07-26,16,1,1,0,1.0,0.0,3.029,indireto
1253,2025-07-26,17,1,1,0,1.0,0.0,4.028,indireto
1253,2025-07-26,18,1,1,0,1.0,0.0,4.065,indireto
1253,2025-07-26,19,1,1,0,1.0,0.0,3.989,indireto
1253,2025-07-26,20,1,1,0,1.0,0.0,0.118,indireto
1253,2025-07-27,7,1,1,0,1.0,0.0,2.375,indireto
1253,2025-07-27,8,1,1,0,1.0,0.0,4.55,indireto
1253,2025-07-27,9,1,1,0,1.0,0.0,4.388,indireto
1253,2025-07-27,10,1,1,0,1.0,0.0,4.285,indireto
1253,2025-07-27,11,1,1,0,1.0,0.0,4.042,indireto
1253,2025-07-27,12,1,1,0,1.0,0.0,3.747,indireto
1253,2025-07-27,13,1,1,0,1.0,0.0,3.697,indireto
1253,2025-07-27,14,1,1,0,1.0,0.0,3.939,indireto
1253,2025-07-27,15,1,1,0,1.0,0.0,2.929,indireto
1253,2025-07-27,16,1,1,0,1.0,0.0,3.792,indireto
1253,2025-07-27,17,1,1,0,1.0,0.0,3.465,indireto
1253,2025-07-27,18,1,1,0,1.0,0.0,3.771,indireto
1253,2025-07-27,19,1,1,0,1.0,0.0,3.943,indireto
1253,2025-07-27,20,1,1,0,1.0,0.0,0.088,indireto
1253,2025-07-28,7,1,1,0,1.0,0.0,2.475,indireto
1253,2025-07-28,8,4,4,0,0.25,0.0,16.332,indireto
1253,2025-07-28,9,3,3,0,0.3333,0.0,12.198,indireto
1253,2025-07-28,10,3,3,0,0.3333,0.0,15.656,indireto
1253,2025-07-28,11,3,3,0,0.3333,0.0,17.141,indireto
1253,2025-07-28,12,3,3,0,0.3333,0.0,14.591,indireto
1253,2025-07-28,13,3,3,0,0.3333,0.0,17.997,indireto
1253,2025-07-28,14,3,3,0,0.3333,0.0,14.36,indireto
1253,2025-07-28,15,3,3,0,0.3333,0.0,14.729,indireto
1253,2025-07-28,16,3,3,0,0.3333,0.0,15.421,indireto
1253,2025-07-28,17,2,2,0,0.5,0.0,6.605,indireto
1253,2025-07-28,18,1,1,0,1.0,0.0,4.085,indireto
1253,2025-07-28,19,1,1,0,1.0,0.0,4.218,indireto
1253,2025-07-29,7,1,1,0,1.0,0.0,1.892,indireto
1253,2025-07-29,8,3,3,0,0.3333,0.0,13.478,indireto
1253,2025-07-29,9,2,2,0,0.5,0.0,12.049,indireto
1253,2025-07-29,10,2,2,0,0.5,0.0,11.94,indireto
1253,2025-07-29,11,2,2,0,0.5,0.0,12.247,indireto
1253,2025-07-29,12,2,2,0,0.5,0.0,12.054,indireto
1253,2025-07-29,13,2,2,0,0.5,0.0,11.651,indireto
1253,2025-07-29,14,2,2,0,0.5,0.0,12.194,indireto
1253,2025-07-29,15,2,2,0,0.5,0.0,11.243,indireto
1253,2025-07-29,16,2,2,0,0.5,0.0,11.743,indireto
1253,2025-07-29,17,2,2,0,0.5,0.0,7.964,indireto
1253,2025-07-29,18,1,1,0,1.0,0.0,4.172,indireto
1253,2025-07-29,19,1,1,0,1.0,0.0,4.432,indireto
1253,2025-07-30,7,1,1,0,1.0,0.0,2.388,indireto
1253,2025-07-30,8,3,3,0,0.3333,0.0,13.463,indireto
1253,2025-07-30,9,2,2,0,0.5,0.0,11.91,indireto
1253,2025-07-30,10,2,2,0,0.5,0.0,11.91,indireto
1253,2025-07-30,11,2,2,0,0.5,0.0,11.271,indireto
1253,2025-07-30,12,3,3,0,0.3333,0.0,16.245,indireto
1253,2025-07-30,13,2,2,0,0.5,0.0,10.854,indireto
1253,2025-07-30,14,3,3,0,0.3333,0.0,16.544,indireto
1253,2025-07-30,15,2,2,0,0.5,0.0,10.062,indireto
1253,2025-07-30,16,2,2,0,0.5,0.0,11.59,indireto
1253,2025-07-30,17,2,2,0,0.5,0.0,7.949,indireto
1253,2025-07-30,18,1,1,0,1.0,0.0,4.332,indireto
1253,2025-07-30,19,1,1,0,1.0,0.0,4.549,indireto
1253,2025-07-30,20,1,1,0,1.0,0.0,0.103,indireto
1259,2025-05-05,7,2,2,0,0.5,0.0,5.926,indireto
1259,2025-05-05,8,4,4,0,0.25,0.0,13.148,indireto
1259,2025-05-05,9,3,3,0,0.3333,0.0,2.77,indireto
1259,2025-05-05,10,2,2,0,0.5,0.0,5.041,indireto
1259,2025-05-05,11,3,3,0,0.3333,0.0,5.24,indireto
1259,2025-05-05,12,7,7,0,0.1429,0.0,25.401,indireto
1259,2025-05-05,13,6,6,0,0.1667,0.0,22.073,indireto
1259,2025-05-05,14,5,5,0,0.2,0.0,18.861,indireto
1259,2025-05-05,15,6,6,0,0.1667,0.0,22.326,indireto
1259,2025-05-05,16,6,6,0,0.1667,0.0,19.27,indireto
1259,2025-05-05,17,3,3,0,0.3333,0.0,4.822,indireto
1259,2025-05-06,8,2,2,0,0.5,0.0,1.258,indireto
1259,2025-05-06,9,1,1,0,1.0,0.0,0.738,indireto
1259,2025-05-06,10,2,2,0,0.5,0.0,3.688,indireto
1259,2025-05-06,11,2,2,0,0.5,0.0,2.644,indireto
1259,2025-05-06,12,2,2,0,0.5,0.0,3.612,indireto
1259,2025-05-06,13,2,2,0,0.5,0.0,3.193,indireto
1259,2025-05-06,14,1,1,0,1.0,0.0,0.932,indireto
1259,2025-05-06,15,1,1,0,1.0,0.0,0.926,indireto
1259,2025-05-06,16,1,1,0,1.0,0.0,0.924,indireto
1259,2025-05-06,17,2,2,0,0.5,0.0,1.135,indireto
1259,2025-05-06,18,1,1,0,1.0,0.0,0.04,indireto
1259,2025-05-07,8,2,2,0,0.5,0.0,2.493,indireto
1259,2025-05-07,9,4,4,0,0.25,0.0,4.839,indireto
1259,2025-05-07,10,4,4,0,0.25,0.0,16.584,indireto
1259,2025-05-07,11,4,4,0,0.25,0.0,17.043,indireto
1259,2025-05-07,12,4,4,0,0.25,0.0,16.625,indireto
1259,2025-05-07,13,4,4,0,0.25,0.0,16.963,indireto
1259,2025-05-07,14,4,4,0,0.25,0.0,14.535,indireto
1259,2025-05-07,15,4,4,0,0.25,0.0,15.706,indireto
1259,2025-05-07,16,4,4,0,0.25,0.0,15.222,indireto
1259,2025-05-07,17,4,4,0,0.25,0.0,11.617,indireto
1259,2025-05-07,18,2,2,0,0.5,0.0,2.447,indireto
1259,2025-05-08,7,2,2,0,0.5,0.0,1.949,indireto
1259,2025-05-08,8,4,4,0,0.25,0.0,14.075,indireto
1259,2025-05-08,9,4,4,0,0.25,0.0,13.68,indireto
1259,2025-05-08,10,4,4,0,0.25,0.0,16.584,indireto
1259,2025-05-08,11,4,4,0,0.25,0.0,17.05,indireto
1259,2025-05-08,12,4,4,0,0.25,0.0,16.586,indireto
1259,2025-05-08,13,4,4,0,0.25,0.0,17.058,indireto
1259,2025-05-08,14,4,4,0,0.25,0.0,17.059,indireto
1259,2025-05-08,15,4,4,0,0.25,0.0,16.413,indireto
1259,2025-05-08,16,4,4,0,0.25,0.0,13.919,indireto
1259,2025-05-08,17,4,4,0,0.25,0.0,9.134,indireto
1259,2025-05-08,18,2,2,0,0.5,0.0,1.898,indireto
1259,2025-05-09,7,2,2,0,0.5,0.0,4.133,indireto
1259,2025-05-09,8,4,4,0,0.25,0.0,9.691,indireto
1259,2025-05-09,9,6,6,0,0.1667,0.0,11.539,indireto
1259,2025-05-09,10,4,4,0,0.25,0.0,15.765,indireto
1259,2025-05-09,11,4,4,0,0.25,0.0,17.052,indireto
1259,2025-05-09,12,4,4,0,0.25,0.0,15.264,indireto
1259,2025-05-09,13,4,4,0,0.25,0.0,14.437,indireto
1259,2025-05-09,14,4,4,0,0.25,0.0,15.97,indireto
1259,2025-05-09,15,4,4,0,0.25,0.0,15.953,indireto
1259,2025-05-09,16,4,4,0,0.25,0.0,15.217,indireto
1259,2025-05-09,17,4,4,0,0.25,0.0,10.711,indireto
1259,2025-05-09,18,1,1,0,1.0,0.0,0.124,indireto
1259,2025-05-12,8,6,6,0,0.1667,0.0,14.553,indireto
1259,2025-05-12,9,5,5,0,0.2,0.0,13.628,indireto
1259,2025-05-12,10,6,6,0,0.1667,0.0,13.868,indireto
1259,2025-05-12,11,6,6,0,0.1667,0.0,16.268,indireto
1259,2025-05-12,12,5,5,0,0.2,0.0,14.611,indireto
1259,2025-05-12,13,5,5,0,0.2,0.0,14.969,indireto
1259,2025-05-12,14,6,6,0,0.1667,0.0,15.874,indireto
1259,2025-05-12,15,5,5,0,0.2,0.0,6.611,indireto
1259,2025-05-12,16,1,1,0,1.0,0.0,0.932,indireto
1259,2025-05-12,17,2,2,0,0.5,0.0,1.944,indireto
1259,2025-05-13,7,2,2,0,0.5,0.0,3.269,indireto
1259,2025-05-13,8,4,4,0,0.25,0.0,7.834,indireto
1259,2025-05-13,9,3,3,0,0.3333,0.0,6.712,indireto
1259,2025-05-13,10,3,3,0,0.3333,0.0,6.67,indireto
1259,2025-05-13,11,4,4,0,0.25,0.0,6.994,indireto
1259,2025-05-13,12,4,4,0,0.25,0.0,9.885,indireto
1259,2025-05-13,13,3,3,0,0.3333,0.0,7.082,indireto
1259,2025-05-13,14,3,3,0,0.3333,0.0,7.094,indireto
1259,2025-05-13,15,3,3,0,0.3333,0.0,7.069,indireto
1259,2025-05-13,16,4,4,0,0.25,0.0,7.976,indireto
1259,2025-05-13,17,3,3,0,0.3333,0.0,6.72,indireto
1259,2025-05-13,18,2,2,0,0.5,0.0,6.312,indireto
1259,2025-05-13,19,2,2,0,0.5,0.0,2.074,indireto
1259,2025-05-14,7,2,2,0,0.5,0.0,2.018,indireto
1259,2025-05-14,8,3,3,0,0.3333,0.0,7.273,indireto
1259,2025-05-14,9,2,2,0,0.5,0.0,6.31,indireto
1259,2025-05-14,10,3,3,0,0.3333,0.0,6.754,indireto
1259,2025-05-14,11,3,3,0,0.3333,0.0,6.445,indireto
1259,2025-05-14,12,3,3,0,0.3333,0.0,6.915,indireto
1259,2025-05-14,13,3,3,0,0.3333,0.0,6.625,indireto
1259,2025-05-14,14,3,3,0,0.3333,0.0,7.147,indireto
1259,2025-05-14,15,3,3,0,0.3333,0.0,7.098,indireto
1259,2025-05-14,16,4,4,0,0.25,0.0,7.769,indireto
1259,2025-05-14,17,4,4,0,0.25,0.0,7.707,indireto
1259,2025-05-14,18,2,2,0,0.5,0.0,1.899,indireto
1259,2025-05-15,8,4,4,0,0.25,0.0,4.932,indireto
1259,2025-05-15,9,1,1,0,1.0,0.0,5.33,indireto
